cidade,area,quartos,wcs,vagas,andar,animal,mobilia,condominio,aluguel,iptu
Rio de Janeiro,105,3,2,0,1,s,n,740,2200,9
São Paulo,30,1,1,0,-,n,n,0,1200,0
São Paulo,201,4,4,4,13,s,n,2600,5933,900
São Paulo,110,3,3,2,-,s,n,0,4800,50
São Paulo,210,3,3,2,5,s,n,2970,5500,690
São Paulo,68,2,2,1,14,s,n,762,2083,154
Porto Alegre,169,2,1,1,-,s,n,0,2800,55
Porto Alegre,72,2,1,0,23,s,n,600,1100,9
Rio de Janeiro,270,3,2,1,6,n,n,2000,4000,1000
Campinas,50,1,1,1,8,s,n,780,1690,62
Rio de Janeiro,300,4,5,3,7,s,n,3850,12750,750
São Paulo,150,3,3,2,3,s,s,2100,2000,584
Porto Alegre,62,2,1,0,-,n,n,80,1250,40
São Paulo,35,1,1,0,6,s,n,285,1600,32
São Paulo,35,1,1,0,5,s,s,420,1800,0
Campinas,62,3,2,1,12,s,n,330,2975,59
São Paulo,210,4,4,3,-,s,s,0,4700,375
Belo Horizonte,66,2,1,1,3,s,n,200,1000,25
São Paulo,68,2,1,1,5,s,n,610,1400,35
Rio de Janeiro,560,5,6,4,14,s,n,2190,2633,1133
São Paulo,42,1,1,1,14,s,s,1202,2650,243
São Paulo,105,2,3,2,6,s,n,1850,3200,385
Porto Alegre,66,2,1,0,1,s,n,150,1700,59
São Paulo,240,4,2,1,4,s,s,1200,4500,217
São Paulo,122,2,1,2,-,s,n,0,2360,67
Campinas,50,1,1,0,2,s,n,473,550,14
São Paulo,250,3,2,4,-,s,n,0,6000,875
Belo Horizonte,140,4,3,1,2,s,n,475,2300,167
Rio de Janeiro,120,3,2,1,4,s,n,1650,4800,355
São Paulo,70,2,1,1,7,s,n,500,1300,48
São Paulo,178,3,4,2,4,n,n,2450,10000,834
São Paulo,155,4,5,3,14,n,n,1850,6000,625
Rio de Janeiro,115,3,2,2,5,s,n,1465,2850,141
Rio de Janeiro,350,4,4,2,14,s,s,1980,9000,833
São Paulo,55,1,1,0,13,s,n,400,1177,0
Rio de Janeiro,110,3,1,1,1,s,n,1000,3000,30
São Paulo,20,1,1,0,-,s,s,602,1800,130
Porto Alegre,78,2,1,0,2,s,n,80,1330,91
Campinas,128,3,3,2,3,s,n,700,3700,117
São Paulo,40,1,1,1,1,n,s,1100,1600,160
Belo Horizonte,120,3,2,2,2,s,n,150,1700,196
Rio de Janeiro,65,1,1,0,10,n,s,750,3500,142
São Paulo,120,3,2,1,-,s,n,0,3000,495
São Paulo,25,1,1,0,-,s,n,20,1200,25
Belo Horizonte,73,2,1,2,1,s,n,150,1200,62
São Paulo,150,4,2,2,13,n,n,1700,4400,37
Rio de Janeiro,62,2,1,0,1,s,n,706,1700,97
Belo Horizonte,210,4,5,3,4,s,n,1635,5200,606
Belo Horizonte,130,4,3,1,1,s,n,350,2600,206
Rio de Janeiro,165,3,3,1,5,s,s,2000,7000,420
São Paulo,308,4,4,3,1,s,n,4780,15000,1917
São Paulo,54,1,1,1,18,s,n,800,7500,192
São Paulo,76,2,2,1,6,n,n,500,1350,5
São Paulo,180,4,2,2,-,s,n,0,3500,150
São Paulo,50,2,1,1,7,s,n,400,1850,167
São Paulo,76,3,2,2,3,s,n,915,1450,104
São Paulo,69,3,2,1,8,s,n,670,2000,6
São Paulo,100,2,1,1,-,n,n,0,1450,0
São Paulo,110,3,2,1,1,s,n,1130,4500,262
Rio de Janeiro,95,2,3,2,6,s,n,1300,2000,159
Campinas,62,2,2,2,7,s,n,600,1900,82
São Paulo,100,3,2,1,12,s,n,700,1946,0
Campinas,240,3,4,4,1,s,n,2800,7000,0
São Paulo,223,3,4,3,-,s,n,2142,5500,880
São Paulo,50,1,1,0,-,n,n,0,1000,0
São Paulo,50,1,1,0,3,s,n,350,2800,0
São Paulo,132,3,2,3,-,s,n,0,2500,59
Rio de Janeiro,73,2,1,1,4,s,n,625,1200,119
Belo Horizonte,114,2,2,1,3,s,n,850,1600,1500
São Paulo,50,2,1,0,5,s,n,515,1900,42
São Paulo,34,1,1,0,12,s,n,372,2700,57
São Paulo,360,4,5,4,12,s,n,4350,6593,1830
São Paulo,54,2,2,2,5,s,n,691,2400,103
Porto Alegre,45,1,1,1,13,s,s,400,2550,120
Campinas,380,3,3,5,-,s,n,1300,6500,413
São Paulo,52,2,1,1,9,s,n,480,1150,55
São Paulo,88,3,2,1,1,n,n,1025,1700,0
São Paulo,225,4,6,4,4,s,n,2800,4500,742
Porto Alegre,67,2,2,1,9,s,n,300,1700,0
Campinas,61,1,1,0,8,s,s,378,1900,43
Belo Horizonte,184,3,3,1,2,s,n,400,1200,132
São Paulo,16,1,1,0,2,s,n,0,2700,5
São Paulo,260,4,4,2,-,s,n,0,5200,184
São Paulo,25,1,1,0,1,n,n,0,1050,84
São Paulo,400,4,6,5,8,n,n,4900,8160,2084
Campinas,41,2,1,1,5,n,n,248,1193,0
São Paulo,72,2,1,1,3,s,n,862,1200,114
Porto Alegre,131,3,3,1,10,s,s,1625,1750,121
Belo Horizonte,90,3,2,1,1,s,n,135,1300,115
Porto Alegre,67,2,2,1,2,s,s,413,1240,55
Porto Alegre,36,2,1,1,2,s,n,370,1350,75
Porto Alegre,250,2,2,0,-,s,s,0,4000,335
São Paulo,145,3,2,2,6,s,n,1834,3000,546
São Paulo,200,3,2,3,-,s,n,0,3950,800
Rio de Janeiro,25,1,1,0,3,s,n,561,1513,0
Porto Alegre,42,1,1,1,2,s,n,260,1200,65
Porto Alegre,114,3,1,0,3,s,n,210,1700,75
São Paulo,132,3,3,2,1,n,s,2084,2700,606
São Paulo,37,1,1,1,18,n,n,676,3000,112
São Paulo,100,1,2,2,1,s,s,2344,7000,757
Porto Alegre,60,2,1,1,-,s,n,0,540,0
São Paulo,35,1,1,1,9,s,n,239,2500,90
Belo Horizonte,312,4,5,4,9,s,n,1067,8000,890
Belo Horizonte,310,4,4,3,1,n,n,360,3000,341
São Paulo,110,3,3,1,10,s,s,1280,4700,138
Campinas,70,1,1,2,-,s,n,0,1450,5
São Paulo,90,2,2,2,17,s,s,1500,12200,454
São Paulo,45,1,1,1,1,n,s,3000,5520,0
Belo Horizonte,20,1,1,1,-,s,s,0,1100,0
São Paulo,74,2,3,2,26,s,n,450,3200,40
São Paulo,340,4,4,3,-,s,n,0,10000,1084
Porto Alegre,383,5,5,4,-,s,n,0,10000,250
São Paulo,100,1,3,2,8,n,s,800,2500,125
Belo Horizonte,150,5,5,5,-,s,s,0,14000,835
São Paulo,220,4,5,4,5,n,n,2066,3230,1577
Porto Alegre,72,2,2,1,2,s,n,570,1200,60
São Paulo,166,3,2,2,2,s,n,2124,7000,882
Belo Horizonte,205,4,2,4,-,s,n,0,3990,150
Rio de Janeiro,110,3,1,0,1,s,n,1100,1800,131
São Paulo,185,2,3,3,8,s,n,2600,5500,834
São Paulo,112,3,2,1,8,s,n,810,3850,98
São Paulo,30,1,1,0,-,n,s,296,1826,30
Rio de Janeiro,140,3,3,1,24,n,n,900,1370,100
Rio de Janeiro,190,4,4,0,4,s,n,2200,4000,600
São Paulo,50,2,2,0,-,n,n,0,1100,80
São Paulo,190,1,2,10,-,s,n,0,3900,34
São Paulo,367,4,5,3,10,n,n,3200,8500,1167
São Paulo,120,3,2,1,-,s,n,0,1850,84
São Paulo,190,3,2,1,-,s,n,0,3700,0
São Paulo,61,1,2,2,1,n,s,2200,4000,250
Belo Horizonte,210,4,4,2,1,n,n,1500,4200,283
Belo Horizonte,150,4,3,3,5,n,n,1200,3300,293
São Paulo,320,4,3,8,-,s,n,0,2150,450
Rio de Janeiro,30,1,1,1,-,s,n,0,1480,25
São Paulo,300,4,4,1,11,s,n,3000,7200,700
São Paulo,160,3,2,2,-,s,n,0,4000,267
Belo Horizonte,80,2,2,2,12,s,s,1100,4800,300
Belo Horizonte,24,1,1,1,-,n,n,0,550,0
São Paulo,105,3,2,2,5,s,n,1661,1000,290
São Paulo,84,2,2,1,16,n,s,768,2900,63
São Paulo,400,6,4,3,-,s,n,0,3999,2250
Porto Alegre,35,1,1,0,1,s,n,120,1170,92
São Paulo,160,3,3,2,10,s,n,1229,4000,390
São Paulo,38,1,1,1,16,s,s,473,2800,10
Belo Horizonte,100,3,1,1,2,s,n,150,1200,0
Rio de Janeiro,90,3,2,1,13,s,n,1300,2050,230
São Paulo,260,4,5,5,3,s,n,3428,11000,2441
São Paulo,18,1,1,0,-,s,n,0,1720,0
São Paulo,120,3,4,3,4,s,n,1300,4440,289
Rio de Janeiro,35,1,1,0,-,s,n,0,750,0
Porto Alegre,100,3,3,1,5,n,n,700,3500,84
São Paulo,60,2,1,1,3,s,s,600,2230,19
Belo Horizonte,372,3,4,3,-,s,n,0,5500,343
São Paulo,79,3,2,2,11,s,n,652,1290,90
São Paulo,200,3,2,3,-,s,n,0,3600,251
São Paulo,80,2,1,1,-,s,n,0,1900,567
São Paulo,160,3,4,3,4,s,n,2087,2500,298
São Paulo,125,3,2,2,-,s,s,0,3000,150
Belo Horizonte,332,3,2,8,-,n,n,0,7000,270
Belo Horizonte,650,7,6,3,-,s,n,0,13000,1250
Porto Alegre,57,2,2,1,6,n,n,425,1800,75
São Paulo,80,3,2,2,5,s,n,1045,2400,227
São Paulo,260,5,5,4,20,n,n,4000,8000,2620
Rio de Janeiro,170,3,1,1,10,n,n,2888,5000,5404
São Paulo,238,4,5,3,1,n,n,2500,15000,375
São Paulo,386,4,6,4,-,s,n,6700,4250,667
Belo Horizonte,45,2,1,0,-,s,n,0,1350,0
São Paulo,45,2,1,1,2,n,s,1300,3000,167
São Paulo,90,3,2,2,1,s,s,950,2800,234
Porto Alegre,40,1,1,0,5,s,n,320,650,9
São Paulo,250,5,3,2,-,s,n,0,2960,232
Belo Horizonte,75,3,1,1,4,s,n,263,1100,61
Campinas,58,2,1,1,1,s,n,472,870,75
Campinas,65,2,1,2,2,s,n,785,800,136
São Paulo,45,1,1,1,2,n,s,781,2970,92
Campinas,70,3,2,1,3,s,s,650,1300,55
Belo Horizonte,98,2,1,0,-,n,n,0,1500,58
São Paulo,76,2,2,2,6,s,n,978,1400,123
São Paulo,85,3,3,2,3,n,n,1600,4940,300
São Paulo,138,2,3,2,13,s,n,1800,8000,455
Porto Alegre,45,1,1,0,1,s,n,50,640,84
São Paulo,237,4,4,0,13,n,n,3168,8000,1031
Porto Alegre,50,1,2,0,-,s,n,250,1100,0
Porto Alegre,80,2,2,1,6,s,n,580,3300,50
Rio de Janeiro,100,3,2,1,6,s,n,1005,1850,85
São Paulo,70,3,1,1,1,s,n,542,1340,117
São Paulo,140,3,3,1,6,s,s,2200,3900,359
São Paulo,30,1,1,1,9,s,n,1,1930,0
Rio de Janeiro,70,2,2,1,6,s,n,695,1700,59
São Paulo,330,3,6,4,-,s,n,0,8500,856
Belo Horizonte,66,3,1,0,-,s,n,15,1525,0
São Paulo,221,4,4,4,17,n,n,3100,12830,920
São Paulo,30,1,1,0,1,n,s,1200,1500,25
São Paulo,340,4,6,4,8,s,s,3100,2800,1667
Porto Alegre,35,1,1,0,2,s,n,120,1170,92
Rio de Janeiro,84,3,2,1,1,s,s,1500,2600,420
São Paulo,60,2,3,2,6,n,n,730,1100,19
Rio de Janeiro,160,3,2,2,3,s,n,2311,7609,689
Campinas,128,3,3,2,1,s,n,1236,2650,682
Belo Horizonte,90,3,2,2,2,s,n,650,3500,325
São Paulo,155,1,1,2,1,n,s,1952,5500,0
São Paulo,165,3,4,6,-,s,s,0,4800,100
Rio de Janeiro,145,3,2,1,3,s,n,3300,9000,700
Belo Horizonte,240,4,3,4,3,s,n,2677,7200,161
São Paulo,32,1,1,0,2,s,n,0,1400,0
São Paulo,152,2,2,1,3,s,s,1000,15000,250
São Paulo,80,2,2,0,3,n,n,931,2700,0
São Paulo,60,2,1,0,3,s,s,260,1800,0
São Paulo,270,4,4,4,-,s,n,0,10800,800
São Paulo,150,3,4,3,10,s,n,1700,2490,375
Campinas,60,2,1,1,1,s,n,314,1000,0
Belo Horizonte,200,4,2,1,5,n,n,1800,3000,327
São Paulo,280,3,3,2,-,s,n,0,3500,250
São Paulo,82,2,2,1,2,s,n,1500,2450,192
São Paulo,20,1,1,0,-,s,s,602,1800,130
São Paulo,25,1,1,0,7,n,n,290,2000,130
São Paulo,276,4,5,4,-,s,n,0,4900,183
Rio de Janeiro,25,1,1,0,3,n,n,590,1336,63
São Paulo,75,3,2,1,13,n,s,700,2900,125
Belo Horizonte,66,3,1,2,3,s,n,250,1100,73
Porto Alegre,75,2,1,0,2,s,n,180,1600,0
Campinas,119,3,1,1,5,s,n,926,1200,100
São Paulo,130,3,3,2,7,s,n,1200,3500,342
São Paulo,70,3,1,1,1,s,n,1080,2000,67
Belo Horizonte,55,2,1,1,3,s,n,170,750,0
Rio de Janeiro,64,2,1,0,6,n,n,950,3500,125
São Paulo,147,3,3,2,7,s,n,1520,2200,513
Campinas,170,3,2,2,-,s,n,0,2300,98
Porto Alegre,129,2,2,2,9,s,s,1200,6800,209
São Paulo,260,4,4,4,-,s,n,0,4500,0
Rio de Janeiro,50,1,1,0,10,s,s,680,2200,85
São Paulo,73,2,2,1,11,s,n,700,1250,150
Campinas,60,2,1,1,3,s,n,345,820,16
Belo Horizonte,110,3,2,0,5,s,n,480,1600,93
São Paulo,70,3,2,2,16,s,s,650,2500,120
São Paulo,96,3,1,1,5,s,s,1172,3550,140
São Paulo,350,3,5,3,-,s,n,0,12000,1250
São Paulo,65,2,2,1,8,s,n,956,3800,7
Belo Horizonte,70,2,2,1,3,s,n,523,1050,100
São Paulo,115,3,2,1,-,n,n,0,10000,0
Rio de Janeiro,77,2,2,0,4,s,n,700,1950,88
São Paulo,50,2,1,1,25,s,s,428,3900,71
São Paulo,420,4,6,4,1,n,n,4200,14000,1417
São Paulo,128,4,5,1,-,s,n,0,6800,71
Belo Horizonte,60,1,1,1,-,s,n,0,3000,0
Belo Horizonte,22,1,1,1,1,n,s,0,1500,0
São Paulo,60,2,2,1,11,s,s,1680,6000,200
São Paulo,35,1,1,0,-,s,n,0,700,80
São Paulo,105,1,1,2,29,n,n,1300,8700,417
Belo Horizonte,180,3,3,2,4,s,s,350,2800,150
São Paulo,280,3,4,4,14,n,s,3700,12000,1150
São Paulo,75,3,1,1,-,s,n,0,2470,0
São Paulo,260,3,4,4,4,s,s,5000,12000,0
São Paulo,384,4,6,4,3,n,s,3500,15000,344
São Paulo,326,3,4,4,12,s,n,2808,6500,1605
Porto Alegre,35,1,1,0,-,s,s,220,850,9
Belo Horizonte,217,4,3,4,12,s,n,2644,6000,1177
Campinas,87,2,1,0,10,s,n,415,1100,82
Porto Alegre,41,1,2,1,9,s,n,400,2800,67
São Paulo,160,2,3,0,-,s,n,0,4300,124
São Paulo,149,2,3,3,21,s,n,1603,4500,883
São Paulo,250,4,5,4,6,s,n,2050,9800,998
Rio de Janeiro,64,2,1,0,-,n,n,0,1700,78
São Paulo,400,3,4,4,-,s,n,0,12000,1667
Belo Horizonte,193,4,2,1,6,s,n,975,1800,317
Rio de Janeiro,50,2,1,0,4,s,n,450,850,21
Rio de Janeiro,70,1,1,0,11,n,s,500,5000,0
Porto Alegre,122,3,3,2,2,s,n,600,2500,149
São Paulo,45,2,2,0,-,n,n,0,1630,84
São Paulo,50,1,1,0,-,n,n,0,690,0
Rio de Janeiro,95,2,2,0,5,s,n,900,1700,141
São Paulo,40,1,1,0,-,s,n,0,900,80
Rio de Janeiro,50,2,1,1,5,s,s,470,1550,13
São Paulo,100,3,2,1,-,s,n,0,3300,500
São Paulo,84,2,2,1,14,s,n,782,5300,145
Belo Horizonte,140,4,2,2,3,s,n,777,2000,237
São Paulo,202,4,4,3,13,s,n,2200,6000,1000
Rio de Janeiro,70,3,1,1,2,s,n,550,1200,0
São Paulo,131,4,4,3,1,n,s,2100,6000,818
São Paulo,800,4,5,8,-,s,n,0,12000,2334
São Paulo,20,1,1,0,5,s,s,602,1800,130
Belo Horizonte,260,4,3,4,-,n,n,0,4500,480
Porto Alegre,58,2,1,2,8,s,s,500,2100,45
São Paulo,86,2,1,1,1,s,n,960,2372,0
Campinas,80,3,2,2,17,s,n,560,2500,175
São Paulo,375,4,5,3,-,s,s,0,9000,850
Porto Alegre,69,2,1,0,2,s,n,240,1200,410
São Paulo,129,3,2,2,6,s,n,1580,2600,542
Porto Alegre,48,2,1,1,1,s,n,410,1400,30
Rio de Janeiro,320,3,4,1,11,n,n,2200,5800,292
São Paulo,75,3,2,1,21,s,n,501,2900,28
São Paulo,144,4,2,2,6,s,n,1820,4800,667
São Paulo,200,3,3,2,12,s,n,2000,6500,417
São Paulo,48,1,1,0,5,s,n,650,1490,0
São Paulo,25,1,1,0,1,n,n,0,1000,84
São Paulo,63,1,1,1,9,n,s,1283,7400,286
São Paulo,47,1,2,1,11,s,n,740,3200,150
Campinas,101,3,2,2,1,s,n,632,2200,119
São Paulo,43,2,1,1,10,s,s,465,2000,0
Belo Horizonte,85,2,2,1,1,s,n,541,2800,0
São Paulo,140,3,3,2,3,s,n,2400,6000,500
Belo Horizonte,44,1,1,1,15,s,n,550,3400,222
Porto Alegre,45,2,2,0,-,n,n,0,1300,0
São Paulo,22,1,1,0,-,n,n,50,700,5
Campinas,47,2,1,1,2,s,n,253,1200,20
São Paulo,53,2,1,1,1,s,n,550,1250,0
São Paulo,78,2,1,1,7,s,n,645,2000,35
São Paulo,74,2,2,0,4,s,s,1105,3600,210
Belo Horizonte,90,2,1,0,-,s,n,0,1320,70
São Paulo,146,3,4,3,4,s,n,2100,6000,584
São Paulo,44,1,2,0,12,n,s,3300,3300,126
Rio de Janeiro,160,3,3,1,4,s,n,1050,2900,317
São Paulo,56,2,2,2,1,s,n,480,1630,42
São Paulo,200,4,3,8,-,s,n,0,8700,1917
São Paulo,100,3,1,0,6,s,s,805,3900,120
Porto Alegre,53,1,1,0,2,s,s,240,1480,42
Belo Horizonte,200,4,3,0,-,s,n,0,15000,36
Porto Alegre,58,1,1,0,2,s,n,309,700,28
Porto Alegre,60,2,2,1,11,s,n,469,1500,51
Porto Alegre,80,2,2,1,4,s,n,693,1600,92
Rio de Janeiro,90,2,3,0,2,s,n,620,2150,60
Porto Alegre,60,2,1,1,7,s,n,320,1900,50
Rio de Janeiro,109,3,3,1,1,s,n,2000,3800,300
São Paulo,163,2,3,3,3,s,n,1650,7000,896
Rio de Janeiro,65,1,1,0,1,s,n,350,1800,30
Rio de Janeiro,70,2,1,1,-,s,n,300,2000,59
São Paulo,198,1,1,3,2,n,s,1100,10700,350
São Paulo,35,1,1,0,1,n,n,0,1230,0
Belo Horizonte,280,4,4,3,8,s,s,2850,9000,503
São Paulo,50,1,1,1,3,s,n,455,1900,0
São Paulo,16,1,1,0,1,n,n,0,980,0
Rio de Janeiro,50,2,1,0,9,s,s,620,1660,42
São Paulo,55,2,1,1,3,s,n,400,1087,0
São Paulo,170,3,3,2,9,s,n,1500,4500,503
Rio de Janeiro,220,3,2,2,8,s,n,1850,3500,265
Porto Alegre,209,3,3,2,6,s,s,450,3500,542
Porto Alegre,281,4,4,2,5,s,n,1300,3500,410
São Paulo,48,2,1,1,8,s,n,545,1720,0
Campinas,58,2,2,2,8,n,s,347,3500,0
São Paulo,260,4,4,2,5,s,s,2570,4400,584
São Paulo,55,2,1,1,-,s,n,0,1200,122
Porto Alegre,67,3,2,2,4,s,n,600,2200,50
São Paulo,400,5,5,4,-,s,s,3200,6141,817
São Paulo,128,3,2,2,1,s,n,1100,2500,293
São Paulo,350,4,6,4,-,s,n,0,10000,896
São Paulo,50,2,1,1,4,s,n,540,1850,133
Rio de Janeiro,120,3,2,1,12,s,n,1300,2480,235
São Paulo,180,3,3,3,-,s,n,0,5000,235
São Paulo,420,4,6,4,8,s,n,3500,15000,2250
São Paulo,250,3,4,3,-,n,n,0,3740,234
São Paulo,270,3,2,4,21,s,n,3200,13000,1250
São Paulo,90,2,2,2,-,s,s,0,4100,0
São Paulo,119,3,4,3,14,s,n,800,3680,30
São Paulo,170,3,2,3,-,s,n,0,5000,0
São Paulo,180,3,1,0,-,s,n,0,2500,334
São Paulo,200,3,4,2,3,s,n,4475,9800,820
São Paulo,89,3,3,2,8,n,n,965,3800,150
São Paulo,253,4,5,3,1,s,n,2100,4100,0
Porto Alegre,85,3,2,2,9,n,s,940,3300,102
São Paulo,129,3,2,1,13,n,n,1317,3100,167
São Paulo,147,3,4,2,2,s,s,1078,11000,334
São Paulo,170,3,5,3,10,s,s,1648,3480,1085
Porto Alegre,62,3,2,1,1,n,n,485,1629,54
São Paulo,380,4,4,3,-,s,s,0,7500,0
São Paulo,100,2,2,1,-,s,n,0,1970,0
São Paulo,38,2,1,0,5,s,s,577,3200,50
Campinas,66,1,1,2,2,s,n,577,1600,41
São Paulo,145,3,2,2,-,s,s,0,3000,128
Campinas,75,3,2,2,1,s,n,1250,1600,162
São Paulo,50,1,1,0,1,s,n,0,950,0
São Paulo,280,3,4,4,6,s,n,4095,5450,1042
São Paulo,30,1,1,1,4,n,n,673,2500,62
Rio de Janeiro,89,2,2,2,4,s,s,1744,3900,266
Rio de Janeiro,310,3,2,0,5,s,n,2500,5200,595
São Paulo,56,1,1,2,7,n,s,1300,3958,242
São Paulo,32,1,1,1,15,s,n,350,1880,0
São Paulo,220,3,3,2,8,n,s,1700,11000,542
Belo Horizonte,216,5,2,2,-,s,n,0,4500,431
São Paulo,40,1,1,1,14,n,s,470,3990,90
Rio de Janeiro,144,3,2,1,7,s,s,1500,8200,622
São Paulo,95,2,1,1,15,s,n,900,3000,67
São Paulo,60,2,1,0,8,n,s,435,1800,0
Rio de Janeiro,125,3,2,1,5,s,s,1460,3500,295
Porto Alegre,40,1,1,1,2,s,s,300,1500,23
São Paulo,280,3,4,3,3,s,n,1717,5200,250
Porto Alegre,40,1,1,0,2,s,s,120,1150,35
São Paulo,22,1,1,0,7,s,n,200,1650,0
Porto Alegre,80,3,2,0,7,s,s,910,2000,123
Belo Horizonte,50,2,1,0,-,n,n,0,1200,250
São Paulo,96,3,3,0,6,s,n,470,3572,30
Campinas,67,3,1,1,1,n,n,351,890,40
São Paulo,45,2,1,1,7,n,n,320,1290,0
Porto Alegre,50,1,1,1,1,s,n,350,950,50
São Paulo,88,3,1,2,5,s,n,685,1400,35
São Paulo,40,1,1,1,19,n,s,420,3899,208
Porto Alegre,30,1,1,1,-,s,n,0,762,15
Porto Alegre,40,1,1,0,4,n,n,300,1200,0
São Paulo,100,3,2,0,3,n,n,800,2000,250
São Paulo,19,1,1,0,-,n,n,0,1200,0
São Paulo,93,2,3,2,5,s,n,1006,3200,350
São Paulo,102,3,2,2,1,s,n,1300,1900,340
São Paulo,70,1,2,6,-,s,n,0,3290,417
Belo Horizonte,97,3,3,1,1,n,n,320,1300,109
São Paulo,110,2,1,1,10,n,n,705,1800,0
Campinas,55,2,1,1,1,s,n,270,900,34
São Paulo,25,1,1,1,25,s,n,331,2100,64
São Paulo,271,3,3,2,-,s,n,0,8000,959
São Paulo,600,4,3,3,1,s,n,6000,3750,1667
Porto Alegre,50,1,1,0,7,s,s,200,1300,12
São Paulo,23,1,1,0,23,s,n,399,2100,42
Belo Horizonte,40,1,1,1,2,n,s,0,970,0
Belo Horizonte,300,3,2,1,2,s,n,600,2300,267
São Paulo,62,3,1,1,10,s,n,750,1200,0
Belo Horizonte,85,3,3,2,2,n,n,270,1750,165
São Paulo,45,1,1,0,-,n,n,0,1200,0
São Paulo,37,1,1,1,8,s,s,490,4000,90
São Paulo,23,1,1,1,26,s,n,472,2300,59
Rio de Janeiro,190,3,2,1,4,s,n,1800,5100,417
Porto Alegre,36,1,1,1,4,s,n,350,650,9
São Paulo,25,1,1,0,-,n,n,0,1000,84
São Paulo,280,4,6,3,8,s,n,4500,4800,1500
Campinas,80,3,1,0,6,s,n,500,1000,30
Porto Alegre,64,2,2,2,6,s,n,450,2250,50
São Paulo,130,3,4,0,3,s,s,0,2443,0
São Paulo,40,1,1,0,18,n,s,0,2600,0
São Paulo,33,1,1,0,15,n,n,550,4000,0
São Paulo,97,3,3,2,7,s,n,1058,2500,275
São Paulo,40,1,1,0,1,n,n,50,1100,50
São Paulo,73,1,1,0,2,s,n,0,1350,62
Belo Horizonte,92,3,3,2,2,s,n,300,1600,112
São Paulo,80,2,2,2,-,n,n,0,3600,390
Rio de Janeiro,70,3,2,1,6,s,n,607,1189,96
Campinas,470,4,4,4,15,s,n,3800,11000,1080
São Paulo,30,1,1,1,18,n,n,2000,1950,229
Rio de Janeiro,75,2,2,0,2,s,n,591,2400,150
São Paulo,500,3,4,7,-,n,n,0,9300,1060
São Paulo,80,2,1,0,-,s,n,0,1439,52
São Paulo,65,1,1,0,1,n,s,550,3050,25
São Paulo,96,3,3,1,11,s,n,900,2290,125
São Paulo,124,3,2,1,4,n,s,1070,2750,289
Porto Alegre,114,3,2,1,2,s,s,750,2900,109
Porto Alegre,30,1,1,0,2,s,s,280,1270,42
Belo Horizonte,300,4,3,2,-,s,n,0,10000,695
Belo Horizonte,570,5,6,7,-,s,s,0,8330,873
Porto Alegre,77,3,2,1,2,n,n,284,1260,20
Rio de Janeiro,98,2,2,1,7,n,s,1600,3500,225
São Paulo,260,4,5,4,15,s,s,3471,7500,0
Rio de Janeiro,98,2,2,0,10,s,n,950,2882,223
Campinas,58,1,1,1,1,s,n,797,1270,64
Rio de Janeiro,85,2,1,0,-,s,n,470,2800,217
São Paulo,50,1,2,1,9,n,s,850,3000,210
São Paulo,130,2,2,0,6,s,n,1343,3974,71
Campinas,68,3,2,2,9,s,s,550,2700,76
São Paulo,300,3,2,1,-,s,n,0,3900,538
Rio de Janeiro,90,3,1,0,18,s,s,500,2240,42
São Paulo,600,4,4,4,9,s,n,7400,8500,3368
São Paulo,200,2,3,1,2,n,s,2300,13000,625
Porto Alegre,140,3,3,0,2,s,n,750,1700,125
Belo Horizonte,47,2,1,1,6,s,n,350,1480,75
São Paulo,500,4,5,6,-,n,n,3,7225,1209
Campinas,159,3,2,2,1,s,n,1000,2500,334
São Paulo,25,1,1,0,-,n,n,0,600,0
São Paulo,200,2,3,1,10,s,n,1750,4500,0
São Paulo,81,3,2,1,4,s,n,204,1510,0
São Paulo,70,2,1,0,-,s,n,0,1300,70
São Paulo,40,1,1,1,6,n,s,1300,3000,248
Rio de Janeiro,31,1,1,0,5,n,n,630,1750,50
Rio de Janeiro,90,3,2,0,1,n,n,0,2000,0
Rio de Janeiro,85,2,1,0,9,s,s,900,7000,365
São Paulo,120,2,2,0,1,s,n,300,3600,120
São Paulo,88,2,3,2,4,s,n,1200,2803,496
São Paulo,42,1,1,0,-,n,n,0,1100,0
Campinas,45,2,1,1,1,s,n,300,870,0
Belo Horizonte,70,3,1,0,1,s,n,205,1200,25
Porto Alegre,47,1,1,1,10,s,n,360,610,6
São Paulo,90,1,2,2,13,n,s,1500,8000,500
São Paulo,692,5,6,5,-,s,n,4500,15000,1667
Belo Horizonte,80,1,1,0,11,s,n,350,1000,0
São Paulo,200,3,4,2,2,s,n,2700,9180,0
Porto Alegre,90,3,2,1,2,s,s,650,2200,60
Belo Horizonte,160,3,3,2,2,s,n,150,1700,0
São Paulo,74,2,1,2,9,s,s,1100,6600,424
Porto Alegre,80,2,1,1,1,s,n,200,1650,70
São Paulo,115,3,2,1,8,s,n,826,2300,195
São Paulo,65,2,1,0,24,s,s,650,6000,200
Campinas,300,4,5,3,9,s,n,1650,9500,459
Rio de Janeiro,52,1,1,1,1,s,n,613,1400,22
São Paulo,48,1,1,1,2,n,n,867,2300,133
Rio de Janeiro,126,2,2,1,5,s,n,1800,7500,420
Belo Horizonte,300,3,2,2,-,s,n,0,4000,184
São Paulo,368,4,6,6,3,s,n,4448,7500,2078
São Paulo,34,1,1,1,11,n,s,620,2800,0
